'latency_count','latency_avg','latency_stdev','latency_max','req_count','req_avg','req_stdev','req_max', 'Total requests','duration','read', 'reqests/sec', 'transfers/sec'
26366,66000,6430,83400,204729,0,0,0,204729,186600,4404019.2,1095.82,23572.48
27816,66000,6340,82200,200760,0,0,0,200760,186600,4645191.68,1073.57,24872.96
29343,66600,5820,81600,204557,0,0,0,204557,186600,4896849.92,1099.14,26224.64
31613,63000,8600,81000,205507,0,0,0,205507,187800,5274337.28,1099.3,28098.56
29831,65400,6560,82200,205457,0,0,0,205457,188400,4980736,1096.8,26460.16
25405,67200,5830,85200,202134,0,0,0,202134,186600,4246732.8,1080.59,22722.56
26464,67200,5350,79800,204033,0,0,0,204033,186600,4414504.96,1093.01,23644.16
33632,64200,8180,82800,208224,0,0,0,208224,187200,5620367.36,1116.08,30013.44
30963,64200,8160,84000,204651,0,0,0,204651,186000,5169479.68,1098.56,27832.32
30246,63600,8690,84600,206108,0,0,0,206108,188400,5054136.32,1100.76,26777.6
28175,66000,5940,81600,203839,0,0,0,203839,186600,4708106.24,1091.07,25221.12
27483,66000,6300,82200,205892,0,0,0,205892,186600,4592762.88,1102.46,24565.76
34273,63600,8880,82800,206402,0,0,0,206402,189000,5725224.96,1102.77,30289.92
28820,66000,6420,85200,206256,0,0,0,206256,187800,4812963.84,1104.94,25651.2
28318,67200,5730,84000,201744,0,0,0,201744,186600,4729077.76,1079.51,25303.04
34415,64200,7430,82200,205197,0,0,0,205197,187800,5746196.48,1096.13,30556.16
30910,64800,7430,82200,208666,0,0,0,208666,186600,5158993.92,1117.95,27658.24
30107,64200,7740,82200,203953,0,0,0,203953,187200,5022679.04,1091.74,26859.52
27645,65400,7020,81600,209819,0,0,0,209819,187200,4613734.4,1121.48,24698.88
30979,66000,5950,81600,203535,0,0,0,203535,185400,5169479.68,1091.84,27924.48
,,,,,,,,,,,,
,,,,,,,,204963,186600,4938792.96,1097.68,26342.4
,,,,,,,,,,,1097.676,
,,,,,,,,,,,12.09042527,
,,,,,,,,,,,0.011014566,
