'latency_count','latency_avg','latency_stdev','latency_max','req_count','req_avg','req_stdev','req_max', 'Total requests','duration','read', 'reqests/sec', 'transfers/sec'
1043008,103.6,12.74,201.04,1043007,9.82,0.93,19,1043008,180000,175227535.4,5791.09,975175.68
1038331,104.13,14.16,246.24,1037921,9.79,0.99,10,1037921,180000,174367703,5762.87,964689.92
1046493,103.28,10.83,233.22,1046478,9.84,0.89,19,1046479,180000,175804252.2,5810.4,975175.68
1038627,104.05,13,221.5,1038566,9.8,0.98,10,1038567,180000,174483046.4,5766.42,964689.92
1040474,103.99,13.3,263.64,1039493,9.8,0.98,10,1039493,180000,174629847,5771.66,964689.92
1039561,104,13.96,234.47,1039150,9.8,0.98,10,1039150,180000,174577418.2,5769.71,964689.92
1044933,103.47,11.95,257.04,1044509,9.83,0.91,20,1044512,180000,175479193.6,5799.44,975175.68
1040255,103.93,13.06,229.26,1039962,9.8,0.97,10,1039962,180000,174713733.1,5774.21,975175.68
1040239,103.93,12.47,284.1,1039951,9.8,0.97,19,1039954,180000,174713733.1,5774.14,975175.68
1041377,103.85,12.28,250.16,1040850,9.81,0.96,20,1040853,180000,174860533.8,5779.24,975175.68
,,,,,,,,,,,,
,,,,,,,,,,,5774.175,975175.68
