'latency_count','latency_avg','latency_stdev','latency_max','req_count','req_avg','req_stdev','req_max', 'Total requests','duration','read', 'reqests/sec', 'transfers/sec'
1035996,52.19,6.38,132.19,540080,19.17,2.76,20,1035549,180000,173969244.2,5749.75,964689.92
1038037,52.08,6.33,137.82,539959,19.21,2.69,20,1037554,180000,174304788.5,5760.93,964689.92
1038423,52.04,5.49,133.88,540083,19.22,2.67,20,1038322,180000,174441103.4,5765.22,964689.92
1039585,51.98,5.77,117.56,540127,19.24,2.64,30,1039553,180000,174640332.8,5772.03,964689.92
1040313,51.95,5.84,133.1,540081,19.26,2.62,20,1040166,180000,174745190.4,5775.44,975175.68
1034116,52.27,6.74,136.87,540184,19.14,2.8,20,1034011,180000,173717585.9,5741.25,964689.92
1033374,52.3,6.05,116.04,540062,19.13,2.82,20,1033326,180000,173602242.6,5737.47,964689.92
1037269,52.12,6.31,117.73,540278,19.19,2.72,20,1037126,180000,174241873.9,5758.54,964689.92
1035202,52.2,6.35,115.79,540152,19.16,2.77,20,1035161,180000,173906329.6,5747.63,964689.92
1039559,51.99,5.86,131.47,540154,19.24,2.65,20,1039428,180000,174619361.3,5771.36,964689.92
,,,,,,,,,,,,
,,,,,,,,,,,5759.735,964689.92
