'latency_count','latency_avg','latency_stdev','latency_max','req_count','req_avg','req_stdev','req_max', 'Total requests','duration','read', 'reqests/sec', 'transfers/sec'
21922,9400,332.74,11850,21922,0,0,0,218866,180000,3659530.24,1215.17,20326.4
21919,9450,409.32,12620,21919,0,0,0,219336,180000,3659530.24,1217.77,20326.4
21867,9450,354.84,12140,21867,0,0,0,219192,180000,3649044.48,1216.93,20275.2
21926,9450,419.54,12950,21926,0,0,0,219332,180000,3659530.24,1217.72,20326.4
21908,9440,392.98,12320,21908,0,0,0,219229,180000,3659530.24,1217.19,20316.16
21763,9420,328.58,11850,21763,0,0,0,218888,180000,3638558.72,1215.26,20183.04
21855,9410,317.58,11720,21855,0,0,0,218808,180000,3649044.48,1214.84,20264.96
21936,9440,384.11,12730,21936,0,0,0,219460,180000,3659530.24,1218.48,20336.64
21935,9470,439.58,12810,21935,0,0,0,219247,180000,3659530.24,1217.3,20336.64
21874,9420,395.08,12300,21874,0,0,0,219069,180000,3649044.48,1216.26,20285.44
,,,,,,,,,,,,
,,,,,,,,,,,1217.06,20321.28
