'latency_count','latency_avg','latency_stdev','latency_max','req_count','req_avg','req_stdev','req_max', 'Total requests','duration','read', 'reqests/sec', 'transfers/sec'
566684,10680,3340,21020,562329,0,0,0,562329,184800,94466211.84,3045.41,511631.36
601358,10300,3550,21660,584748,0,0,0,584748,186600,98241085.44,3130.61,525946.88
598753,10350,3450,21320,581890,0,0,0,581890,184200,97758740.48,3162.31,531271.68
594970,10400,3450,21450,578014,0,0,0,578014,184200,97108623.36,3137.79,527144.96
599529,10320,3440,21390,584818,0,0,0,584818,184800,98251571.2,3164.69,531671.04
585523,10540,3330,21100,570546,0,0,0,570546,183600,95850332.16,3102.72,521256.96
594600,10410,3450,21380,577213,0,0,0,577213,184200,96972308.48,3134.28,526561.28
596359,10360,3440,21610,579224,0,0,0,579224,184200,97307852.8,3148.98,529029.12
604636,10260,3410,21300,589400,0,0,0,589400,184200,99017031.68,3204.46,538347.52
603812,10250,3520,21590,586896,0,0,0,586896,183600,98597601.28,3191.48,536166.4
604255,10310,3580,22120,585168,0,0,0,585168,186000,98304000,3148.56,528957.44
595882,10400,3390,21300,579849,0,0,0,579849,184200,97412710.4,3151.46,529448.96
591732,10450,3470,21620,574246,0,0,0,574246,185400,96468992,3101.28,521011.2
592004,10430,3430,21560,575162,0,0,0,575162,184200,96626278.4,3122.46,524574.72
602978,10320,3540,21660,584053,0,0,0,584053,183600,98125742.08,3175.98,533565.44
596817,10370,3440,21460,580423,0,0,0,580423,183600,97507082.24,3156.2,530237.44
598600,10310,3410,21140,583443,0,0,0,583443,184200,98020884.48,3171.73,532848.64
602601,10260,3430,21150,587452,0,0,0,587452,183600,98691973.12,3194.92,536750.08
596091,10340,3490,21490,579328,0,0,0,579328,184200,97328824.32,3145.82,528496.64
600499,10300,3430,21260,584634,0,0,0,584634,184200,98220113.92,3178.17,533934.08
,,,,,,,,581156.5,184200,97632911.36,3150.22,529239.04
