'latency_count','latency_avg','latency_stdev','latency_max','req_count','req_avg','req_stdev','req_max', 'Total requests','duration','read', 'reqests/sec', 'transfers/sec'
895333,2750,1560,14560,849582,0,0,0,849582,181200,142732165.1,4690.26,787968
877775,3030,2280,19100,808900,0,0,0,808900,181200,135895449.6,4465.01,750120.96
882987,2940,2100,20960,821631,0,0,0,821631,181200,138034544.6,4534.96,761876.48
895027,2700,1380,12700,853519,0,0,0,853519,181200,143392768,4712.18,791644.16
907482,2550,980.2,11110,878166,0,0,0,878166,181200,147534643.2,4847.84,814438.4
876807,2840,1670,15470,826117,0,0,0,826117,181200,138789519.4,4560.25,766126.08
889747,2620,1070,11220,854182,0,0,0,854182,181200,143497625.6,4715.47,792197.12
881129,2660,1190,12840,848680,0,0,0,848680,181200,142574878.7,4684.53,787005.44
863579,2950,1900,16650,806764,0,0,0,806764,181200,135538933.8,4454.13,748298.24
895186,2550,838.21,9500,875512,0,0,0,875512,181200,147083755.5,4832.74,811898.88
,,,,,,,,,,,,
,,,,,,,,,,,4687.395,787486.72
