'latency_count','latency_avg','latency_stdev','latency_max','req_count','req_avg','req_stdev','req_max', 'Total requests','duration','read', 'reqests/sec', 'transfers/sec'
100618,1590,1380,3850,72959,5.69,4.94,20,358718,180000,10286530.56,1991.71,280832
104960,1280,991.29,4450,91516,3.56,4.78,10,358853,180000,12907970.56,1992.45,280944.64
96688,1320,923.77,3680,84001,3.31,4.7,10,358764,180000,11848908.8,1991.95,280862.72
105670,1460,1260,3870,79124,5.47,4.96,10,358535,180000,11156848.64,1990.67,280678.4
109450,1530,1450,4210,81710,6.15,4.85,10,358298,180000,11523850.24,1989.39,280504.32
94749,1480,1200,6290,75847,4.3,4.94,10,358629,180000,10695475.2,1991.21,280760.32
118253,1200,984.48,3970,99148,4.27,4.94,10,358801,180000,13977518.08,1992.15,280893.44
228433,1260,1370,5180,142036,8.18,3.85,10,358615,180000,20027801.6,1991.17,280750.08
75476,1980,1760,5000,57789,5.53,4.96,10,358583,180000,8147435.52,1990.96,280729.6
105002,1620,1540,5920,76889,6.31,4.82,10,358258,180000,10842275.84,1989.15,280463.36
,,,,,,,,,,,,
,,,,,,,,,,,1991.19,280755.2
