'latency_count','latency_avg','latency_stdev','latency_max','req_count','req_avg','req_stdev','req_max', 'Total requests','duration','read', 'reqests/sec', 'transfers/sec'
0,0,0,0,0,0,0,0,2762,185400,0,14.87,0
0,0,0,0,0,0,0,0,2825,187200,0,15.25,0
0,0,0,0,0,0,0,0,2481,240600,0,13.36,0
0,0,0,0,0,0,0,0,3109,184800,0,16.74,0
0,0,0,0,0,0,0,0,2723,186600,0,14.68,0
0,0,0,0,0,0,0,0,2943,185400,0,15.8,0
0,0,0,0,0,0,0,0,2892,185400,0,15.59,0
0,0,0,0,0,0,0,0,3295,185400,0,17.77,0
0,0,0,0,0,0,0,0,3172,185400,0,17.08,0
0,0,0,0,0,0,0,0,3048,186600,0,16.44,0
0,0,0,0,0,0,0,0,2799,189600,0,15.09,0
0,0,0,0,0,0,0,0,2693,184800,0,14.53,0
0,0,0,0,0,0,0,0,2685,184800,0,14.46,0
0,0,0,0,0,0,0,0,2830,186000,0,15.27,0
0,0,0,0,0,0,0,0,2597,185400,0,14,0
0,0,0,0,0,0,0,0,3014,185400,0,16.27,0
0,0,0,0,0,0,0,0,2515,184800,0,13.53,0
0,0,0,0,0,0,0,0,2892,184200,0,15.55,0
0,0,0,0,0,0,0,0,2928,186600,0,15.72,0
0,0,0,0,0,0,0,0,3004,184800,0,16.17,0
,,,,,,,,,,,,
,,,,,,,,2861,185400,0,15.41,0
,,,,,,,,,,,15.4085,
,,,,,,,,,,,1.15119286,
,,,,,,,,,,,0.074711546,
