'latency_count','latency_avg','latency_stdev','latency_max','req_count','req_avg','req_stdev','req_max', 'Total requests','duration','read', 'reqests/sec', 'transfers/sec'
43327,27260,2690,31410,43327,0,0,0,641560,184200,7235174.4,3458.61,39270.4
43768,27230,2680,37620,43768,0,0,0,585091,185400,7308574.72,3145.35,39424
43938,27230,2700,28070,43938,0,0,0,658144,185400,7340032,3540.56,39577.6
44326,27250,2660,28090,44326,0,0,0,622696,185400,7402946.56,3354.5,39976.96
44996,27240,2660,30890,44996,0,0,0,643123,185400,7518289.92,3457.45,40591.36
42736,27270,2760,44170,42736,0,0,0,593315,187200,7140802.56,3195.34,38082.56
45694,27250,2620,28100,45694,0,0,0,650438,185400,7633633.28,3502.07,41185.28
45498,27340,2710,36200,45498,0,0,0,629112,184200,7602176,3384.52,41226.24
41891,27220,2740,34550,41891,0,0,0,574106,185400,6994001.92,3092.15,37693.44
45495,27300,2640,28170,45495,0,0,0,718838,184800,7602176,3870.83,41052.16
42098,27270,2680,30930,42098,0,0,0,577935,189000,7025459.2,3105.89,37201.92
44428,27250,2640,28080,44428,0,0,0,697721,185400,7423918.08,3756.41,40007.68
46517,27270,2700,28250,46517,0,0,0,703514,185400,7769948.16,3788.09,41861.12
45950,27260,2570,28070,45950,0,0,0,688248,184800,7675576.32,3705.61,41461.76
44573,27280,2670,33620,44573,0,0,0,597993,185400,7444889.6,3215.57,40181.76
43992,27210,2700,28160,43992,0,0,0,662353,185400,7350517.76,3573.02,39639.04
43867,27430,3070,49210,43867,0,0,0,596093,184200,7329546.24,3209.48,39720.96
45115,27250,2680,28120,45115,0,0,0,663991,184800,7539261.44,3576.34,40714.24
42218,27270,2640,30940,42218,0,0,0,628916,184200,7046430.72,3387.99,38256.64
45424,27290,2660,30230,45424,0,0,0,648040,184200,7581204.48,3482.94,41175.04
,,,,,,,,,,,,
,,,,,,,,642341.5,185400,7413432.32,3458.03,39992.32
,,,,,,,,,,,3440.136,
,,,,,,,,,,,232.3897802,
,,,,,,,,,,,0.067552498,
