'latency_count','latency_avg','latency_stdev','latency_max','req_count','req_avg','req_stdev','req_max', 'Total requests','duration','read', 'reqests/sec', 'transfers/sec'
8872,34800,26260,82800,8872,0.1,0.3,1,30261,180600,1247805.44,167.44,23603.2
11308,34960,39640,121800,11308,0.18,0.38,1,30477,180600,1593835.52,168.74,23787.52
7871,37120,28610,88200,7871,0.1,0.3,1,30294,180600,1111490.56,167.66,23633.92
5930,48280,39660,121200,5930,0.12,0.32,1,30394,180600,836126.72,168.3,23726.08
7813,35040,28350,85800,7813,0.13,0.34,1,30106,180600,1101004.8,166.65,23500.8
10646,32110,37610,118200,10646,0.19,0.39,1,30379,180600,1499463.68,168.14,23705.6
7880,38070,24510,76200,7880,0.08,0.27,1,30161,180600,1111490.56,167.02,23552
6791,45340,30060,94800,6791,0.08,0.27,1,30543,180600,954204.16,169.09,23838.72
6706,42270,24090,76800,6706,0.06,0.24,1,30409,180600,943718.4,168.37,23746.56
7525,35830,25950,132000,7525,0.1,0.3,1,30180,180600,1059061.76,167.06,23552
,,,,,,,,,,,,
,,,,,,,,,,,167.9,23669.76
