'latency_count','latency_avg','latency_stdev','latency_max','req_count','req_avg','req_stdev','req_max', 'Total requests','duration','read', 'reqests/sec', 'transfers/sec'
0,0,0,0,598,0,0,0,10124,181200,99870.72,55.8,550.66
0,0,0,0,700,0,0,0,10932,181200,116899.84,60.28,644.81
0,0,0,0,767,0,0,0,10957,181200,128092.16,60.38,706.66
0,0,0,0,798,0,0,0,11074,181200,133263.36,61.02,734.98
0,0,0,0,748,0,0,0,11049,181200,124917.76,60.89,688.86
0,0,0,0,596,0,0,0,10269,181200,99532.8,56.59,548.88
0,0,0,0,697,0,0,0,10682,181200,116398.08,58.91,642.03
0,0,0,0,643,0,0,0,9743,181200,107376.64,53.67,591.97
0,0,0,0,686,0,0,0,10116,181200,114565.12,55.77,631.55
0,0,0,0,745,0,0,0,10720,181200,124416,59.08,685.93
,,,,,,,,,,,,
,,,,,,,,,,,58.995,643.42
