'latency_count','latency_avg','latency_stdev','latency_max','req_count','req_avg','req_stdev','req_max', 'Total requests','duration','read', 'reqests/sec', 'transfers/sec'
0,0,0,0,25043,0,0,0,25043,187200,658810.88,134.36,3522.56
0,0,0,0,24963,0,0,0,24963,187800,714588.16,133.59,3809.28
0,0,0,0,24678,0,0,0,24678,188400,602705.92,131.38,3205.12
0,0,0,0,25658,0,0,0,25658,187800,664832,137.5,3543.04
0,0,0,0,24935,0,0,0,24935,186600,621905.92,133.45,3328
0,0,0,0,24610,0,0,0,24610,187200,637276.16,131.63,3399.68
0,0,0,0,24960,0,0,0,24960,187200,638269.44,133.72,3409.92
0,0,0,0,24733,0,0,0,24733,185400,566794.24,132.55,3061.76
0,0,0,0,25748,0,0,0,25748,187800,645785.6,137.64,3440.64
0,0,0,0,25127,0,0,0,25127,187800,657981.44,134.29,3502.08
0,0,0,0,24201,0,0,0,24201,187200,613222.4,129.7,3276.8
0,0,0,0,25359,0,0,0,25359,187800,605204.48,135.92,3225.6
0,0,0,0,24834,0,0,0,24834,186600,661319.68,132.9,3543.04
0,0,0,0,24768,0,0,0,24768,188400,623749.12,131.98,3307.52
0,0,0,0,24997,0,0,0,24997,185400,541409.28,134.03,2918.4
0,0,0,0,25011,0,0,0,25011,186600,616058.88,133.83,3307.52
0,0,0,0,25136,0,0,0,25136,187200,639272.96,134.75,3420.16
0,0,0,0,23960,0,0,0,23960,187200,610385.92,128.31,3256.32
0,0,0,0,25300,0,0,0,25300,187800,625418.24,135.26,3328
0,0,0,0,25362,0,0,0,25362,186600,637440,135.85,3409.92
,,,,,,,,,,,,
,,,,,,,,24980,187200,631347.2,133.775,3363.84
,,,,,,,,,,,133.632,
,,,,,,,,,,,2.334894565,
,,,,,,,,,,,0.017472571,
