'latency_count','latency_avg','latency_stdev','latency_max','req_count','req_avg','req_stdev','req_max', 'Total requests','duration','read', 'reqests/sec', 'transfers/sec'
45254,2370,119.47,3920,45254,0,0,0,453543,180000,7560232.96,2518.24,41963.52
45391,2370,97.06,4040,45391,0,0,0,453549,180000,7581204.48,2518.24,42086.4
45429,2370,89.23,3810,45429,0,0,0,453331,180000,7591690.24,2517.03,42127.36
45254,2370,115.45,3940,45254,0,0,0,453633,180000,7560232.96,2518.73,41963.52
45339,2370,105.29,4010,45339,0,0,0,453324,180000,7570718.72,2517,42035.2
45441,2370,77.38,3700,45441,0,0,0,453498,180000,7591690.24,2517.96,42137.6
45344,2360,81.71,3690,45344,0,0,0,453436,180000,7570718.72,2517.6,42045.44
45254,2370,126.68,4030,45254,0,0,0,453307,180000,7560232.96,2516.9,41963.52
45510,2360,69.85,3680,45510,0,0,0,453765,180000,7602176,2519.48,42199.04
45441,2370,89.86,3870,45441,0,0,0,453720,180000,7591690.24,2519.2,42137.6
,,,,,,,,,,,,
,,,,,,,,,,,2518.1,42065.92
