'latency_count','latency_avg','latency_stdev','latency_max','req_count','req_avg','req_stdev','req_max', 'Total requests','duration','read', 'reqests/sec', 'transfers/sec'
10890,136200,17050,178200,88326,0,0,0,88326,187800,1814036.48,472.39,9676.8
13479,135600,15350,175800,89609,0,0,0,89609,187800,2254438.4,479.6,11970.56
13317,133200,14640,172200,89268,0,0,0,89268,188400,2222981.12,476.3,11806.72
12036,135000,16360,175200,90213,0,0,0,90213,186600,2013265.92,482.95,10762.24
13752,135000,15240,174000,90286,0,0,0,90286,187200,2296381.44,483.36,12257.28
13727,136800,16870,177600,89415,0,0,0,89415,185400,2296381.44,478.25,12359.68
12393,136800,16050,174000,89648,0,0,0,89648,188400,2065694.72,477.83,10977.28
12904,136800,16560,173400,89277,0,0,0,89277,188400,2160066.56,478.29,11448.32
11572,135000,17320,180000,81931,0,0,0,81931,186600,1929379.84,439.05,10352.64
13786,135600,15210,175800,90491,0,0,0,90491,188400,2306867.2,482.87,12226.56
10326,134400,17320,175800,89307,0,0,0,89307,185400,1719664.64,477.96,9287.68
11955,135000,16220,173400,89430,0,0,0,89430,186600,1992294.4,477.81,10690.56
12736,135000,15560,172200,88986,0,0,0,88986,187800,2128609.28,475.95,11315.2
11630,135000,16350,174600,90580,0,0,0,90580,186600,1939865.6,485.7,10393.6
11703,134400,16610,173400,90534,0,0,0,90534,185400,1950351.36,485.68,10547.2
13882,133800,14780,172800,89918,0,0,0,89918,187800,2317352.96,480.55,12328.96
11090,134400,16100,172800,90780,0,0,0,90780,187200,1855979.52,486.08,9881.6
12662,135000,15660,178200,90337,0,0,0,90337,187200,2118123.52,482.63,11315.2
13117,134400,14270,168600,89075,0,0,0,89075,187800,2191523.84,476.5,11663.36
12408,135000,14900,171000,87615,0,0,0,87615,189000,2076180.48,467.02,10967.04
,,,,,,,,,,,,
,,,,,,,,89519.5,187500,2097152,478.27,11146.24
,,,,,,,,,,,477.3385,
,,,,,,,,,,,10.15911894,
,,,,,,,,,,,0.02128284,
