'latency_count','latency_avg','latency_stdev','latency_max','req_count','req_avg','req_stdev','req_max', 'Total requests','duration','read', 'reqests/sec', 'transfers/sec'
3173,135600,17690,162000,3173,0,0,0,28873,180600,529889.28,159.95,2938.88
3080,133800,16640,160800,3080,0,0,0,27993,180600,514355.2,155.02,2846.72
3123,135000,16380,162600,3123,0,0,0,27843,180600,521543.68,154.23,2887.68
3062,136800,17580,163800,3062,0,0,0,28161,180600,511354.88,156.01,2836.48
3165,136800,17800,164400,3165,0,0,0,28231,180600,528558.08,156.36,2928.64
2928,136200,16680,163200,2928,0,0,0,27924,180600,488980.48,154.69,2713.6
3162,135600,17940,164400,3162,0,0,0,28732,180600,528056.32,159.15,2928.64
3265,135600,17550,163800,3265,0,0,0,29338,180600,545259.52,162.48,3020.8
3096,136200,17410,165600,3096,0,0,0,28757,180600,517027.84,159.25,2867.2
3081,138000,16790,163200,3081,0,0,0,28109,180600,514529.28,155.68,2846.72
,,,,,,,,,,,,
,,,,,,,,,,,156.185,2877.44
