'latency_count','latency_avg','latency_stdev','latency_max','req_count','req_avg','req_stdev','req_max', 'Total requests','duration','read', 'reqests/sec', 'transfers/sec'
443793,14110,5380,29580,423507,0,0,0,423507,184200,71145881.6,2301.83,386703.36
426858,14230,5470,30030,419069,0,0,0,419069,184800,70401392.64,2267.57,380948.48
428834,14280,5620,30700,417673,0,0,0,417673,184200,70170705.92,2266.48,380764.16
422591,14270,5480,29890,416418,0,0,0,416418,185400,69960990.72,2245.76,377282.56
425768,14280,5470,30000,417717,0,0,0,417717,183600,70181191.68,2271.48,381603.84
440297,14220,5380,30000,420452,0,0,0,420452,183600,70632079.36,2287.06,384225.28
426337,14240,5500,30020,417288,0,0,0,417288,184200,70107791.36,2268.71,381143.04
428347,14190,5480,29930,419822,0,0,0,419822,184200,70527221.76,2281.73,383334.4
424221,14270,5440,29870,416571,0,0,0,416571,184200,69981962.24,2262.83,380160
440550,14190,5360,29720,421271,0,0,0,421271,184200,70768394.24,2286.37,384112.64
424691,14260,5400,29610,417770,0,0,0,417770,183600,70181191.68,2271.77,381655.04
426512,14260,5510,30060,418428,0,0,0,418428,184800,70296535.04,2267.37,380917.76
424127,14260,5500,29980,416712,0,0,0,416712,184800,70002933.76,2252.14,378357.76
420149,14450,5470,30060,411689,0,0,0,411689,184200,69164072.96,2238.22,376023.04
440583,14200,5400,29950,420584,0,0,0,420584,184200,70653050.88,2285.84,384020.48
425877,14320,5510,30100,415854,0,0,0,415854,183600,69866618.88,2261.9,379996.16
423837,14350,5500,30380,415336,0,0,0,415336,184800,69772247.04,2245.59,377262.08
443932,14200,5440,30060,422541,0,0,0,422541,183600,70988595.2,2298.03,386068.48
425513,14210,5500,29930,418876,0,0,0,418876,185400,70369935.36,2257.33,379228.16
426021,14320,5490,30270,416215,0,0,0,416215,184200,69919047.68,2262.82,380149.76
,,,,,,,,417743.5,184200,70181191.68,2267.47,380933.12
