'latency_count','latency_avg','latency_stdev','latency_max','req_count','req_avg','req_stdev','req_max', 'Total requests','duration','read', 'reqests/sec', 'transfers/sec'
428,10000,9.47,10160,1019,0,0,0,4410,187200,143677.44,23.4,3304.03
325,10000,1.65,10010,1056,0,0,0,3922,187200,148899.84,20.86,2940.31
254,10010,85.49,10800,729,0,0,0,4248,187800,102789.12,22.64,3188.52
534,10000,11.58,10160,1110,0,0,0,4122,186600,156508.16,21.86,3084.6
398,10000,1.45,10020,1054,0,0,0,4148,187800,148613.12,22.09,3111.85
593,10000,2.55,10040,1370,0,0,0,3855,186600,193167.36,20.45,2883.28
328,10010,21.04,10210,795,0,0,0,4072,190200,112097.28,21.6,3046.3
332,10000,1.71,10030,743,0,0,0,4041,189600,104765.44,21.38,3011.75
299,10000,0.64623,10010,811,0,0,0,4178,190200,114350.08,22.06,3110.65
384,10000,0.8035,10010,839,0,0,0,4241,187800,118302.72,22.38,3154.98
271,10000,1.3,10020,827,0,0,0,4023,187800,116602.88,21.37,3010.67
492,10000,7.21,10050,1372,0,0,0,4675,190200,193454.08,24.76,3489.93
379,10010,31.39,10480,1140,0,0,0,4709,190200,160737.28,24.97,3522.98
399,10010,24.92,10310,1078,0,0,0,4258,187200,152002.56,22.51,3174.04
326,10000,6.79,10110,1109,0,0,0,4812,189600,156364.8,25.52,3595.15
512,10010,48.3,10390,949,0,0,0,3871,187800,133806.08,20.64,2908.63
595,10000,6.45,10060,1385,0,0,0,3980,190200,195287.04,21.05,2965.58
304,10000,24.36,10270,919,0,0,0,3990,187200,129576.96,20.98,2958.51
552,10000,1.42,10010,1297,0,0,0,4411,186600,182876.16,23.45,3315.08
272,10000,1.72,10010,801,0,0,0,3760,187800,112936.96,19.92,2808.27
,,,,,,,,,,,,
,,,,,,,,4135,187800,146145.28,21.96,3097.625
