'latency_count','latency_avg','latency_stdev','latency_max','req_count','req_avg','req_stdev','req_max', 'Total requests','duration','read', 'reqests/sec', 'transfers/sec'
604,10000,12.11,10190,1409,0,0,0,6915,188400,198666.24,36.54,5150.72
662,10000,1.68,10030,1442,0,0,0,6916,188400,203325.44,36.87,5201.92
806,10000,1.01,10010,1792,0,0,0,6602,189000,252672,34.96,4925.44
498,10000,14.88,10230,1456,0,0,0,6980,187800,205291.52,36.97,5212.16
564,10000,7.58,10110,1577,0,0,0,6447,189000,222361.6,34,4792.32
737,10010,36.46,10670,1677,0,0,0,7350,189000,236462.08,39.08,5509.12
599,10000,6.95,10040,1700,0,0,0,6877,188400,239697.92,36.64,5160.96
1070,10000,1.85,10030,2054,0,0,0,7159,189600,289617.92,37.96,5365.76
1244,10000,4.68,10120,2156,0,0,0,7381,189600,303994.88,39.1,5509.12
891,10000,12.37,10090,1887,0,0,0,7059,189000,266065.92,37.39,5273.6
668,10000,12.93,10170,1827,0,0,0,6716,190200,257607.68,35.56,5007.36
591,10000,10.89,10260,1713,0,0,0,6988,189600,241530.88,37.02,5212.16
896,10010,30.87,10350,1991,0,0,0,6511,190200,280729.6,34.4,4853.76
945,10000,3.45,10040,1987,0,0,0,6956,190200,280166.4,36.84,5191.68
771,10000,8.3,10230,2033,0,0,0,7315,187800,286648.32,38.69,5457.92
668,10000,7.54,10180,1695,0,0,0,6877,188400,238991.36,36.47,5150.72
777,10000,10.15,10190,1746,0,0,0,6830,187800,246190.08,36,5068.8
573,10000,14.92,10220,1671,0,0,0,6901,187200,235612.16,36.66,5171.2
817,10000,1.36,10020,1609,0,0,0,6645,187800,226867.2,35.2,4956.16
931,10000,4.43,10100,1976,0,0,0,7030,187800,278620.16,37.1,5222.4
,,,,,,,,,,,,
,,,,,,,,6915.5,188700,243860.48,36.75,5181.44
