'latency_count','latency_avg','latency_stdev','latency_max','req_count','req_avg','req_stdev','req_max', 'Total requests','duration','read', 'reqests/sec', 'transfers/sec'
0,0,0,0,0,0,0,0,1329,184800,0,7.15,0
0,0,0,0,0,0,0,0,1086,185400,0,5.86,0
0,0,0,0,0,0,0,0,794,184800,0,4.27,0
0,0,0,0,0,0,0,0,598,184200,0,3.22,0
0,0,0,0,0,0,0,0,703,186000,0,3.78,0
0,0,0,0,0,0,0,0,993,185400,0,5.35,0
0,0,0,0,0,0,0,0,730,186000,0,3.93,0
0,0,0,0,0,0,0,0,826,198000,0,4.45,0
0,0,0,0,0,0,0,0,775,186000,0,4.16,0
0,0,0,0,0,0,0,0,691,187200,0,3.74,0
0,0,0,0,0,0,0,0,892,187200,0,4.82,0
0,0,0,0,0,0,0,0,895,185400,0,4.82,0
0,0,0,0,0,0,0,0,750,189600,0,4.03,0
0,0,0,0,0,0,0,0,505,288600,0,2.71,0
0,0,0,0,0,0,0,0,929,189600,0,4.99,0
0,0,0,0,0,0,0,0,790,186000,0,4.26,0
0,0,0,0,138,0,0,0,1722,556800,23050.24,5.02,41.38
0,0,0,0,0,0,0,0,754,184200,0,4.07,0
0,0,0,0,0,0,0,0,670,186600,0,3.6,0
0,0,0,0,0,0,0,0,907,184800,0,4.88,0
,,,,,,,,,,,,
,,,,,,,,792,186000,0,4.265,0
,,,,,,,,,,,4.4555,
