'latency_count','latency_avg','latency_stdev','latency_max','req_count','req_avg','req_stdev','req_max', 'Total requests','duration','read', 'reqests/sec', 'transfers/sec'
28903,39740,29010,112200,28903,0.14,0.35,1,116698,186600,4078960.64,620.89,87552
32326,38910,25930,115200,32327,0.12,0.33,1,119436,189000,4561305.6,633.61,89344
30845,39220,28720,112800,30845,0.14,0.34,1,118168,185400,4351590.4,629.21,88719.36
30682,39450,27560,100200,30682,0.13,0.33,2,116007,187800,4330618.88,615.74,86814.72
34821,38280,26780,114000,34821,0.13,0.34,1,118504,189600,4907335.68,627.5,88473.6
26443,40570,29680,110400,26443,0.14,0.35,2,117144,188400,3732930.56,620.97,87552
25605,41220,30570,109800,25605,0.14,0.35,3,115627,189600,3607101.44,612.66,86384.64
29330,39930,28900,109200,29330,0.13,0.34,2,115254,189000,4131389.44,615.61,86804.48
29244,40220,25840,115800,29244,0.11,0.32,1,116800,187800,4120903.68,618.3,87173.12
27437,41080,28160,106200,27437,0.13,0.33,3,119830,186600,3869245.44,636.24,89712.64
27769,40210,30110,118200,27769,0.13,0.34,1,115956,189000,3911188.48,614.12,86589.44
34035,40160,26440,123000,34035,0.12,0.33,1,123045,190200,4802478.08,650.69,91740.16
30211,40100,29610,105000,30211,0.14,0.35,1,116488,188400,4257218.56,616.95,86988.8
28941,38900,28760,106800,28941,0.14,0.35,1,117985,186600,4078960.64,626.49,88340.48
35497,39580,27330,124200,35497,0.13,0.33,1,120694,189600,5001707.52,640.65,90337.28
30717,38500,29770,100800,30717,0.16,0.36,1,117960,189000,4330618.88,625.43,88176.64
28221,40840,30090,109200,28221,0.13,0.34,1,114899,189600,3974103.04,609.26,85903.36
25829,40820,28620,104400,25829,0.13,0.34,1,115952,187200,3638558.72,615.19,86743.04
29886,39290,26820,96000,29886,0.13,0.34,1,113652,189600,4215275.52,598.85,84439.04
28530,40100,28580,94200,28530,0.13,0.34,1,116939,188400,4026531.84,621.11,87572.48
,,,,,,,,,,,,
,,,,,,,,116869.5,188700,4126146.56,620.93,87552
,,,,,,,,,,,622.4735,
,,,,,,,,,,,11.77512287,
,,,,,,,,,,,0.018916665,
