'latency_count','latency_avg','latency_stdev','latency_max','req_count','req_avg','req_stdev','req_max', 'Total requests','duration','read', 'reqests/sec', 'transfers/sec'
28954,40480,35220,142200,28954,0.17,0.38,1,114306,190200,4078960.64,604.84,85278.72
26891,39180,35020,137400,26891,0.18,0.39,2,116650,187200,3795845.12,617.87,87121.92
41215,41520,33300,132000,41215,0.14,0.35,1,120310,188400,5809111.04,637.89,89937.92
30752,38760,36430,119400,30752,0.19,0.39,2,115292,188400,4341104.64,613.95,86558.72
34367,38670,37800,132000,34367,0.2,0.4,1,119065,187800,4844421.12,635.4,89589.76
31776,37620,39000,148200,31776,0.21,0.41,1,117215,190200,4477419.52,620.9,87541.76
31413,39970,35460,140400,31413,0.18,0.38,2,117290,189000,4424990.72,622.58,87787.52
28199,41240,35720,127200,28199,0.17,0.38,2,115444,187800,3974103.04,608.72,85841.92
31439,40240,34790,138000,31439,0.17,0.38,1,119107,189000,4435476.48,632.29,89139.2
33200,36200,37560,122400,33200,0.23,0.43,9,118201,189600,4676648.96,622.25,87736.32
28928,38620,33050,110400,28928,0.17,0.37,1,120154,187800,4078960.64,630.75,88944.64
26991,39720,35760,139800,26991,0.19,0.39,1,114369,187200,3806330.88,607.13,85606.4
32369,36370,36200,136200,32369,0.22,0.42,1,118138,189600,4561305.6,626.71,88371.2
27863,40390,33230,133200,27863,0.16,0.37,2,116516,188400,3932160,617.03,86999.04
28449,39020,36620,137400,28449,0.2,0.4,1,116484,186000,4016046.08,622.27,87736.32
30590,38510,37310,153000,30590,0.21,0.41,3,118699,187200,4309647.36,630.86,88954.88
27316,41760,35720,141000,27316,0.17,0.37,1,116253,187200,3848273.92,616.66,86947.84
31066,38260,32680,141000,31066,0.18,0.38,1,118729,189600,4383047.68,628.57,88627.2
27880,39850,32810,130200,27881,0.18,0.38,1,117280,187200,3932160,621.72,87664.64
30179,40520,36840,141000,30179,0.19,0.39,2,117943,188400,4257218.56,625.67,88227.84
,,,,,,,,,,,,
,,,,,,,,117285,188400,4283432.96,622.26,87736.32
