'latency_count','latency_avg','latency_stdev','latency_max','req_count','req_avg','req_stdev','req_max', 'Total requests','duration','read', 'reqests/sec', 'transfers/sec'
31096,39530,22700,79200,31129,0.11,0.32,1,126489,189600,4393533.44,671.48,94679.04
28849,41350,28930,101400,28849,0.13,0.34,1,125777,187800,4068474.88,667.63,94136.32
30959,42290,25540,97200,30959,0.1,0.3,1,128969,190800,4362076.16,680.19,95907.84
28282,40210,24230,97200,28282,0.1,0.31,2,121106,188400,3984588.8,643.46,90726.4
28717,41080,29160,121200,28717,0.13,0.33,1,121922,188400,4047503.36,645.31,90992.64
27608,41340,24370,116400,27608,0.1,0.31,1,119895,190200,3890216.96,635.67,89620.48
27550,41130,28770,109200,27550,0.13,0.34,2,122067,189000,3879731.2,646.74,91187.2
27848,41720,25650,91200,27848,0.11,0.31,1,136657,189600,3921674.24,724.64,102174.72
30598,41730,25630,88200,30598,0.11,0.31,1,124786,188400,4309647.36,662.42,93399.04
29744,40180,25400,97200,29744,0.11,0.31,1,140723,187800,4194304,742.96,104765.44
29364,40380,26910,112200,29364,0.12,0.33,1,119211,188400,4141875.2,631.1,88995.84
41688,34240,29950,113400,41724,0.19,0.4,1,136121,190200,5882511.36,723.93,102072.32
29650,41750,24990,86400,29650,0.1,0.3,2,133670,188400,4183818.24,709.19,99993.6
29534,41540,27390,86400,29534,0.13,0.33,2,126285,187800,4162846.72,668.73,94289.92
32275,40720,26730,109800,32275,0.13,0.33,1,126325,189000,4550819.84,667.61,94136.32
29093,40770,25350,111000,29093,0.11,0.31,1,123099,187800,4099932.16,650.24,91688.96
31339,40320,25540,97800,31339,0.11,0.32,1,123217,190200,4414504.96,645.57,91033.6
31041,40630,25470,94200,31041,0.11,0.31,2,130359,187800,4372561.92,689.34,97198.08
30829,38330,27630,96000,30829,0.14,0.35,1,137896,187200,4351590.4,732.5,103290.88
32683,41230,28460,98400,32683,0.13,0.33,1,127518,189000,4603248.64,676.02,95324.16
,,,,,,,,,,,,
,,,,,,,,126305,188400,4189061.12,668.18,94213.12
