'latency_count','latency_avg','latency_stdev','latency_max','req_count','req_avg','req_stdev','req_max', 'Total requests','duration','read', 'reqests/sec', 'transfers/sec'
134062,10190,5620,23890,134060,0.88,1.72,10,532488,189000,18916311.04,2824.2,398202.88
118523,10520,4590,22270,118504,0.58,1.45,10,527834,186600,16714301.44,2795.4,394147.84
132597,10520,5290,61800,132592,0.74,1.6,10,513503,190800,18696110.08,2710.59,382187.52
126412,10110,5230,22640,126404,0.81,1.66,10,569390,186600,17825792,3018.87,425656.32
127977,9970,5990,21130,127951,1,1.8,10,510155,189600,18045992.96,2706.86,381655.04
143748,9430,5790,29620,143711,1.04,1.82,10,499467,189600,20268974.08,2645.26,372981.76
142356,9830,5790,22430,142339,0.94,1.76,10,527023,190200,20069744.64,2796.11,394250.24
129246,10030,5150,23490,129185,0.78,1.64,10,502420,187200,18224250.88,2675.41,377241.6
143027,10050,5350,30410,143020,0.82,1.67,10,512087,189600,20174602.24,2715,382822.4
124497,10100,5190,19150,124460,0.79,1.65,10,499607,186600,17553162.24,2650.66,373749.76
119184,10500,5040,31380,119149,0.71,1.58,10,503908,187800,16808673.28,2667.32,376094.72
146699,9180,6100,28960,146659,1.18,1.89,10,519306,189000,20688404.48,2754.42,388372.48
100051,10580,5300,23080,100003,0.72,1.59,10,483498,189000,14103347.2,2566.84,361922.56
139466,9620,6810,29480,139420,1.18,1.89,10,510993,188400,19671285.76,2719.71,383477.76
122669,10030,6010,24360,122660,0.95,1.77,10,508277,189600,17301504,2691.85,379555.84
117891,10500,5050,22430,117870,0.69,1.56,10,505736,189000,16619929.6,2679.82,377856
184389,9730,7410,58800,184371,1.29,1.95,10,599468,190200,26004684.8,3172.09,447272.96
136691,9880,6530,28310,136654,1.05,1.82,10,517521,187200,19272826.88,2760.81,389273.6
133708,9790,5480,20880,133674,0.92,1.74,10,506949,189600,18853396.48,2680.2,377896.96
162048,9890,6170,23200,161986,1.09,1.85,10,596818,190200,22848471.04,3161.52,445767.68
,,,,,,,,,,,,
,,,,,,,,511540,189000,18774753.28,2712.795,382504.96
,,,,,,,,,,,2769.647,
,,,,,,,,,,,163.4223643,
,,,,,,,,,,,0.059004763,
