'latency_count','latency_avg','latency_stdev','latency_max','req_count','req_avg','req_stdev','req_max', 'Total requests','duration','read', 'reqests/sec', 'transfers/sec'
8269,101400,19880,149400,8269,0,0,0,120231,184800,1384120.32,646.46,7485.44
9153,101400,19590,132600,9153,0,0,0,125547,187200,1530920.96,674.45,8161.28
9696,102000,19430,127800,9696,0,0,0,127322,185400,1614807.04,684.46,8744.96
8724,101400,19430,129600,8724,0,0,0,120682,185400,1457520.64,649.86,7864.32
8789,102600,19830,131400,8789,0,0,0,123780,186000,1468006.4,666.78,7884.8
7730,101400,20200,156600,7730,0,0,0,117004,184800,1289748.48,628.96,6983.68
9575,102000,19550,126600,9575,0,0,0,124644,184800,1593835.52,671,8663.04
8546,100800,20180,143400,8546,0,0,0,119667,186000,1426063.36,643.36,7680
8590,101400,19720,138600,8590,0,0,0,119815,185400,1436549.12,645.5,7720.96
9556,102000,19330,127800,9556,0,0,0,125407,185400,1593835.52,675.72,8611.84
8077,100800,20500,141600,8077,0,0,0,115489,185400,1352663.04,622.26,7270.4
8799,102600,20150,138000,8799,0,0,0,122686,184800,1468006.4,659.84,7956.48
8094,101400,20300,147000,8094,0,0,0,118821,188400,1352663.04,637.42,7178.24
10036,102000,18810,125400,10036,0,0,0,129232,184800,1677721.6,696.63,9072.64
9279,102000,19440,126600,9279,0,0,0,125468,186000,1551892.48,676.01,8325.12
8660,102000,19960,129600,8660,0,0,0,118553,184800,1447034.88,638.11,7813.12
8805,102000,19920,139800,8805,0,0,0,123313,185400,1468006.4,662.79,7925.76
9127,102600,19190,136800,9127,0,0,0,121811,187800,1520435.2,654.55,8110.08
9518,102600,18980,128400,9518,0,0,0,124236,187200,1593835.52,667.84,8499.2
8587,102000,19920,138600,8587,0,0,0,120354,186000,1436549.12,648.86,7700.48
,,,,,,,,,,,,
,,,,,,,,122248.5,185400,1468006.4,657.195,7905.28
,,,,,,,,,,,657.543,
,,,,,,,,,,,19.29235848,
,,,,,,,,,,,0.029340071,
