'latency_count','latency_avg','latency_stdev','latency_max','req_count','req_avg','req_stdev','req_max', 'Total requests','duration','read', 'reqests/sec', 'transfers/sec'
970,139800,24340,178200,2548,0,0,0,38311,196200,425512.96,204.83,2170.88
985,142200,24350,178200,2659,0,0,0,37516,186000,444057.6,202.06,2385.92
1135,141000,24040,178200,3038,0,0,0,38763,184800,507351.04,209.04,2744.32
1114,141600,23840,178800,2909,0,0,0,39341,188400,485806.08,210.98,2570.24
967,141000,24360,178800,2977,0,0,0,39497,185400,497162.24,212.45,2682.88
965,140400,24220,178800,2535,0,0,0,37635,187200,423342.08,202.28,2263.04
925,140400,24390,178200,2350,0,0,0,36753,186600,392448,197.47,2099.2
1009,141000,24200,178800,3084,0,0,0,39611,186000,515031.04,213.12,2775.04
1004,141600,24210,178800,2660,0,0,0,37563,185400,444221.44,201.9,2396.16
1102,142800,24740,180000,2986,0,0,0,38701,185400,498657.28,208.11,2693.12
915,141000,24420,178800,2586,0,0,0,38184,185400,431861.76,205.29,2324.48
1020,140400,23990,180000,2560,0,0,0,37385,186600,427520,201.14,2293.76
1034,141000,24750,179400,2572,0,0,0,38664,185400,429527.04,208.36,2324.48
1040,141600,24100,178200,2672,0,0,0,37239,186000,446228.48,200.55,2396.16
985,141600,24390,179400,2480,0,0,0,36900,186000,414156.8,198.42,2222.08
1046,139800,23830,180000,2922,0,0,0,40271,185400,487976.96,217.28,2631.68
1028,142200,24980,180000,2424,0,0,0,37300,222600,404807.68,196.08,1812.48
907,142800,23960,178800,2903,0,0,0,40236,186000,484802.56,216.84,2611.2
1017,141600,24030,178200,2744,0,0,0,39021,184800,458250.24,210.26,2478.08
987,141000,24520,179400,2892,0,0,0,38149,189000,482959.36,204.68,2560
,,,,,,,,,,,,
,,,,,,,,38247.5,186000,445224.96,205.06,2396.16
,,,,,,,,,,,206.057,
,,,,,,,,,,,6.202378237,
,,,,,,,,,,,0.030100303,
